fr	ewe
Voici comment distinguer la Covid-19 de la grippeOutre la difficulté à distinguer les malades du coronavirus de ceux de la grippe, ainsi que le risque de saturation des hôpitaux, les médecins s’inquiètent du risque de contracter les deux maladies respiratoires simultanément	To vovo na Koronadɔa léle la, dɔyɔlawo le vɔvɔm be amewo nagalé dɔ veawo ɖe du o.
Yvonne Doyle, directrice médicale de la santé publique en Angleterre, a affirmé lors d’une conférence de presse que les personnes à risque pour la grippe l’étaient également pour la Covid-19	Yvonne Doyle sikpɔa lãmesẽnyawo gbɔ be ame siwo ate ŋu alé ŋɔtitutudɔ la ate ŋu alé Koronadɔ hã bɔbɔe.
Selon ces travaux, les patients risquant de mourir de la grippe ont 2 fois plus de chances de succomber au Covid-19	Ebe numekukuwo ɖee fia be ame siwo nɔtitunamedɔ ate ŋu wu la, korona awu wo bɔbɔe vi eve wúe.
La co-infection par les deux maladies pourrait ainsi avoir des conséquences considérables sur les services de santé, ainsi que sur le taux de mortalité	Ebe dɔ eve sia léle ɖe du ana be dɔyɔƒewo nayɔ eye ku na de dzi.
Pour réaliser l’étude, les scientifiques se sont appuyés sur les chiffres de cas de co-infection au coronavirus et à la grippe entre janvier et avril 2020	Numekukua tu ɖe ame siwo le dɔ eveawo tso dzove va ke ɖe afɔfiɛ me la nue.
Conclusion : les sujets atteints par les deux pathologies risquent de développer des symptômes graves liés aux deux infections	Nuwuwua nye be ame siwo le dɔ eve siawo la nyrado ava na wo bobɔe.
Un peu moins de la moitié des personnes atteintes par le coronavirus et la grippe simultanément – le plus souvent des personnes âgées- sont décédées, poursuit l’étude	Numekukua gblɔe ametsitsi 50 le 100 dzi kloe ku le dɔ evea léle ɖe du me.
Covid-19 : les enfants, plus vulnérables qu’on ne le croyait	Wobe ele bɔbɔe be dɔa nawu ɖeviwo wú ale si mie susui tsã lae.
« Il existe une multitude de raisons pour lesquelles contracter la Covid-19 en même temps que la grippe est dangereux, a commenté le professeur Jonathan Van Tam, médecin-chef adjoint du Royaume-Uni	Nu sɔgbɔ li si ta wonye afɔku be woale Koronadɔ kple ŋɔtitutudɔ ɖe due.
« Les patients atteints par les deux pathologies doivent rester plus longtemps à l’hôpital, et ont un risque plus élevé de mourir »	Ame siwo alé dɔ eveawo la anɔ dɔyɔƒe didie wu eye ku hã medidi le wogbɔ o.
Les auteurs des travaux se veulent toutefois rassurants : la probabilité de contracter les 2 pathologies demeure relativement faible	Ke hã numekulawo be dɔ eve sia léle ɖe du mes,ogb,o o.
256 individus testés dans le cadre de l’étude, seules 58 personnes étaient atteintes d’une co-infection	Le ame 256 siwo wodo kpɔ le numekukua me la ame 58 koe le dɔ evea ɖe du.
Le mercredi 23 septembre, Sibeth N’Diaye, auditionnée par la commission d’enquête du Sénat sur la gestion de la crise du Covid-19 a fait des révélations chocs	Le kuɖa anyɔnyɔ 23 lia dzi, Sibeth Ndiaye ɖe nya geɖe ɖe go le numekudɔgbedeha si sewoƒemenɔlagãwo ɖoɖi la ŋkume.
L’ancienne porte-parole du gouvernement français a ainsi avoué avoir menti afin de “protéger la vie privée” d’Emmanuel Macron	Dziɖuɖuanyanuɖela xoxoa be yeɖa adze heʋli Macron ta.
L’Express avait rapporté ses propos en 2017 dans lesquels elle assumait “parfaitement de mentir pour protéger le président”	Express ɖe nya ma ɖego le ƒè 2017 me be enɔa adze ɖam alebe woaʋli dukplɔla la ta.
“Ces propos ont été rapportés de manière parcellaire”, a-t-elle d’abord affirmé ce mercredi 23 septembre, avant de préciser son contexte	Ebe nyamawo dze va yi hafi woɖe go sime nuawo dzɔ le la ɖe go.
Le futur président de la République, à l’époque, souhaitait faire une partie de tennis lors d’un week-end électoral, sans meute de journalistes”	Ebe ɣe ma ɣi me ame si gbɔna dukplɔla zu ge la be yeayi ɖa ƒo tennis le akɔboblodoɣeyi:gi me ke hã medi be nyakakadɔwɔlawo nanɔ eteƒe o.
Cependant, “des journalistes se sont aperçus qu’il avait quitté le lieu où il était pour faire cette partie de tennis, qui était donc un moment privé”, a-t-elle poursuivi, expliquant que l’un d’eux, très en colère, lui a reproché de ne pas avoir eu la possibilité d’assister à cette parenthèse sportive	Ke hã nyakakadɔwɔla eve aɖewo de dzesii be megale afi si wole la o eye wohenya ɖe ŋunue vevie be nyemena yewo nya be dukplɔla le kame te ge o.
C’est alors que Sibeth N’Diaye avait répondu au journaliste qu’elle assumait “parfaitement de mentir” quand il s’agissait “de protéger un moment de vie privée, qui n’a rien à voir avec le moment politique”	Ɣeyiɣi sia mee Ndiaye be yelɔ̃ ɖana adze aheʋli amea ta nenye be nu si wɔge wole la meka dunyagbɔgblɔ o lae.
Sibeth Ndiaye fait son retour : ce nouveau poste inattenduEn ce qui concerne la crise sanitaire, l’ancienne porte-parole du gouvernement a cependant assuré avoir toujours dit la vérité, malgré l’accusation selon laquelle elle aurait caché la pénurie de masques, rapporte La Dépêche	La Dépêche be Ndiaye be yemeɖana adze o to egbɔ be amewo gblɔ be yemeto nyawo le mɔtsyɔ̃nuwo gbã la ŋu o.
“Nous avons dit ce que nous savions	Miegblɔ nu sie mienya lae.
Nous avons établi une doctrine d’emploi	Dɔwɔɖoɖo le mia si.
Nous avons rendu cette doctrine d’emploi transparente	Eye enye nu si me kɔ ƒãea.
Dans la doctrine d’emploi, il y avait une priorité qui était donnée au personnel soignant dans les hôpitaux	Le ɖoɖo sia me, miena ɖoƒe tɔhɛ dɔyɔlawo le dɔyɔƒewoe.
Mais moi, à aucun moment, on ne m’a demandé de mentir sur ce qu’était la situation des masques	Ke ame aɖeke mebia tso asinye be maɖa adze ku ɖe mɔtsyɔ̃nuwo gbã ŋu o.
Et à aucun moment je ne l’ai fait”	Eye nyemewɔe hã ɣe aɖeke ɣi o.
Très connue à travers son nom et identité visuelle, la marque des célèbres riz Uncle Ben’s va changer	Mɔludzɔ Uncle Ben's si mienya nyuie la le ŋkɔ trɔ ge.
En effet, après plusieurs mois de réflexion suite aux accusations de clichés racistes, le géant de l’agroalimentaire Mars vient d’officialiser sa décision ce mercredi	Le ɣleti geɖe talitaŋui tso ameɖeɖaganu si wotsɔ le nya hem ɖe eŋu me la, wowɔ nyametsotso azɔ̃.
Elle a ainsi décidé d’abandonner l’image d’un visage d’un Afro-américain âgé, qui pouvait évoquer les plantations de riz exploitées grâce aux esclaves	Wobe yewoa ɖe asi le ameyibɔmetsitsi si ƒe nɔnɔmetata ɖoa ŋu amesitsatsa kple teteɖeamedzidɔwɔna ŋu la ŋu.
Et de rebaptiser la marque « Ben’s Original »	Eye yewoayɔ adzɔnua be 'Ben's Original'.
« Nous avons écouté au cours des dernières semaines des milliers de consommateurs, nos propres employés et d’autres parties concernées à travers le monde », a fait savoir ce mercredi une des responsables de Mars, Fiona Dawson	Fiona Dawson sinye Mars dɔwɔƒea tatɔ ɖeka be yewoɖo tó dɔwɔlawo kple nua zãlawo siaa ƒe gbe.
« Nous comprenons les inégalités associées au nom et au visage de la marque précédente », a-t-elle ajouté	Yewo se masɔnyenye si nɔ ŋkɔ kple nɔnɔmetata xoxoa me la me.
Les paquets de riz portant le nouveau nom et le nouveau logo arriveront dans les magasins en 2021	Mɔlusako siwo dzi tata kple ŋkɔ yeyeawo le la ava ɖo le ƒè .
Ce petit détail vous permet de savoir si votre téléphone est sur écoute	Nu sue sia ana nànya nenye be wò kaƒomɔa le fitoɖoɖo te.
L’homme de 33 ans explorait mercredi après-midi avec masque et tuba un récif proche de Lizard Island.	Ame si tsi xɔ ƒè 33 la nɔ ŋkusi tsam nyitsɔ kuɖa ɣetrɔ kple motsyɔ̃nu le Lizard Island lɔƒo.
«Une équipe de spécialistes de la faune va se rendre à Lizard Island pour essayer de localiser et de capturer le crocodile», a-t-il dit	Ebe lãnyawogbɔ kpɔla aɖe ayi ɖe Lyzia Island aɖa lé ló lae.
Inde : un village prend un crocodile en otage et demande une rançon  Il a précisé que cette île se trouvait dans un territoire potentiellement fréquenté par les sauriens, et appelé les personnes se baignant à la plus grande prudence	Le Indiadu aɖe me, wole ló aɖe de adza me hele fe biam ɖe eta. Wona tsiƒulawo nyae be tɔkɔ́ ma dzi la lówo dena sɔgbɔ eyata wone dɔ ŋu ɖo.
Lizard Island est entourée de récifs de la Grande Barrière de corail, prisée des touristes pour la plongée avec ou sans bouteilles	Wobe Lizard Island nye teƒe nyui aɖe si dzɔa dzi na tsaɖilawo be woaƒu tsi le kple atukpa alo ƒuƒlu.
Ils tuent en moyenne deux personnes par an	Eye lówo wua ame eve ƒè sia ƒè.
Invitée au Burkina Faso depuis le week-end dernier pour prendre part à l’anniversaire de l’icône du Couper décaler au pays des hommes intègres, Imilo le chanceux, la jeune et belle comédienne ivoirienne, Eunice Zunon, a vécu une mésaventure à l’aéroport de Ouagadougou lorsqu’elle rentrait sur Abidjan	Esi wotrɔ le nyiƒuta yim le ekpekpe na dzigbezã wɔna siwo kpɔ eme vava le ouagadougou ku ɖe emilo couper decaler hadzila ŋu la, Eunice Zunon kpe afɔku aɖe le yameʋudzeƒea.
Elle dit avoir été violentée par des policiers	Ebe kpovitɔwo wɔ funya ye.
Par la suite, cette histoire a pris une autre tournure sur les réseaux sociaux entre Ivoiriens et Burkinabé	Emegbe la nya sia zu dzre na nyiɖufutatɔwo kple burkinatɔwo le yaʋala la dzi.
C’est pourquoi, Dicko Fils a tenu à apporter la lumière sur cette affaire	Esia tae Dicko fils ɖoe be yeakɔ nya la ŋu ɖoe.
« Je pense qu’il serait judicieux de demander à la victime de mettre de côté sa recherche de propagande” et dire la vérité	Mesusu be anyo be woagblɔ na ame si dzi nua dzɔ ɖo la be metɔte boblodonuwɔna aheɖɔ nu sie dzɔ vavã lae.
C’est alors qu’elle a voulu filmer la scène, chose que les policiers n’ont pas laissé se produire	Esia mee wodi be yeale nu sile dzɔdzɔm la ɖe kaƒomɔ dzi eye kpovitɔwo menamɔe o.
C’est dans la tentative de l’empêcher de filmer ladite scène qu’elle a perdu ses faux ongles	Esi wonɔ mɔ xem nae be magalé nuawo o la mee eƒe fetsuɖoɖoawo ŋe lee.
Sinon, est-il possible en Côte d’Ivoire de filmer un policier dans l’exercice de ses fonctions, sans son approbation	Alo le ote d'ivoire ɖee woɖea kpovitɔwo le woƒe dɔwɔna me ne womena gbe ame do ŋgɔ oa.
Sinon, des millions d’Ivoiriens et d’autres nationalités transitent par l’aéroport de Ouagadougou sans être victime de pareilles scènes	Elabe nyiɖuƒutatɔ kple duvovovometɔwo toa ouagayameʋudzeƒea kuxo makpɔe.
Eunice Zunon : l’influenceuse ivoirienne violentée par la police de OuagadougouNos excuses pour les ongles cassés, mais à l’avenir, ce serait bien de faire preuve d’écoute, de courtoisie et surtout d’obéissance aux forces de défense et de sécurité qui sont là pour la sécurité de tous	Eunice zounon, miedo taflatse ɖe fetsu siwo ŋe na wo la ta ke hã tsoegbea dzi la, de bubu kpovitɔ siwo le amewo katã ta ʋlim la ŋu eye kpɔ egbɔ be nya siwo nado le nu wo la nanye amebunyawoe.
Merci à mes frères et sœurs ivoiriens pour la compréhension	Meda akpe na tɔnye nyiɖuƒutatɔwo ɖe woƒe nugɔmesese ta.
Que Dieu bénisse nos deux nations », a-t-il écrit	Mawu nayra mia ƒe du evea woe.
Kendall Jenner dévoile la manucure tendance de la rentrée De son côté, la jeune chroniqueuse compte bien porter plainte contre les deux forces de sécurité burkinabé : « Je vais porter plainte contre eux	Kendall Jenner ɖe festu la fia. Nyakakala be yele kpovitɔ evea yɔ ge le ʋɔ̃nue.
Ça n’a jamais été mon but de mettre deux pays frères en clash sur les réseaux sociaux	Menye nye didi be made dzre nɔvidu eve dome le yaʋala dzi o.
Je n’ai pas de problèmes avec les burkinabé	Nyemeɖo nya aɖeke kple buriknatɔwo o.
J’ai un problème avec des personnes qui m’ont agressée physiquement	Nye kple ame aɖe siwo wɔ funyam lae ɖo nya.
Cette histoire ne va pas rester impunie », a-t-elle déclaré	Nya sia matsi tomahee o.
Depuis ce matin du 23 septembre 2020, une photo de l’artiste togolais Olibig publiée sur les réseaux sociaux fait jaser les internautes	Tso egbe anyɔnyɔ 23 lia ŋdi sia la, togohadzila Olibig ƒe foto aɖe le nya hem le yaʋala la dzie.
Sur la page Facebook ‘’Rap Togolais’’, on peut lire cette déclaration qui accompagne la photo : « Olibig au pays de l’oncle Sam	Woŋlɔ ɖe foto la te le Rap Togolais le facebook dzi be 'Olibig yi Amerika'.
Le seul rappeur de plus de 100 kg du rap togolais Olibig est actuellement aux États-Unis pour la préparation de son prochain album, un featuring avec les Migos est même annoncé	Togohadzila ɖeka sie da kilo 100 la yi Amerika hena eƒe agbã etɔ̃ lia ɖeɖe ɖego eye wobe ate ŋu awɔ ɖeka kple Migos adzi ha faa.
»Les réactions ne se sont pas faites attendre	Nyawo dze vava enumake.
« Olibig a trouvé une échappatoire	Wobe Olibig sí.
Il ne reviendra plus, à moins qu’il décide finir comme Éric Mc	Wobe magagbɔ gbeɖe o ne mele didim be yeavanɔ abe Eric Mc ene o.
Oubliez vos rêves à deux balles qu’il ira faire du featuring avec les artistes américains	Miŋlɔ miaƒe drɔ̃e ma be be ele ha dzi ge kple Amerika hadzilawoe.
Il n’osera même pas dire aux États-Unis qu’il a été une fois artiste dans sa vie	Mele gbɔgblɔ ge le Amerika be yenye hadzila kpɔ le yeƒe agbeme o.
Il va se créer une nouvelle vie loin des micros qu’il n’aura plus la chance de croiser sur son chemin	Atu agbe yeye ɖo si aklã ɖa sãa tso mikroŋu gbɔ eye megale ha ya dzi ge gbeɖe o.
Les petits boulots feront de lui un salarié régulier	Dɔ sueawo ana ga anɔ vavam nae edziedzi.
C’est ça la réalité », commente un internaute visiblement « prophète »	Nyatoleŋuitɔ aɖe be nyawoae nye ema.
Togo : Gogoligo reçoit une bonne nouvelleÀ un autre de s’interroger en commentaire sous la publication : « C’est pas lui qui disait que Faure Essozimna Gnassingbé dirige bien ce pays	Woɖo du nyuie ɖe Gogoɩgo: ame bubu gblɔ le fotoa te be menye eyae be Faure le dua kplɔm nyuie oa.
Il va chercher quoi là-bas si tout va bien ici	Nu ka dzi ge woyi le afi ma nenye be nuwo le edzi dzem le afi siaa.
« Courage bro je suis fan » ou encore « mon artiste préféré j’attends impatiemment hein	Medo ŋusẽ so fofo alo melɔ̃a nyawo eya ta mele te nɔm loo.
Bonne chance à toi »	Nu nadze edzi na wo.
La rumeur est devenue une réalité depuis mercredi soir	Liʋiliʋi la zu nyawo nyitsɔ kuɖa ɣetrɔ.
Luis Suarez a finalement décidé de rejoindre l’Atlético de Madrid faute de trouver mieux après les soupçons de triche pour son  examen d’Italien	 Luis Suarez be yeanɔ Atletico Madrid le finya siwo do le eƒe italigbedodokpɔ mela ta.
Et avant de se lancer dans la nouvelle aventure, El Pistolero a tenu une conférence de presse ce jour à Barcelone pour partager le fond de ses pensées	Eye hafi woayi eƒe mɔzɔzɔ dzi la, eɖui be yawɔ nyameɖeɖe egbea le Barcelona.
«Je n’ai rien préparé car tout cela est très imprévu	Nyemedzra esia ɖo o elabena nuawo nye numakpɔɖi ko.
C’est difficile pour moi	Esesẽ nam.
Je serai toujours reconnaissant du traitement que j’ai reçu ici	Nyemaŋlɔ ale si woxɔm le afi sia labe o.
Je laisse beaucoup d’amis ici	Xɔnye sɔgbe le afi sia.
Un être humain qui a des sentiments s’en va	Ame aɖe si me seselelãme le la le dzodzom.
Merci à ma famille, qui sont ceux qui me supportent et vivent avec moi	Akpe na ƒonyemetɔwo woawoe le ŋunye heli kplim.
Dans le bien comme dans le mal, ils m’ont toujours soutenu	Wodea megbe nam le nyui kple vɔ me.
Mais je garde que le bon	Ke nyuia ko meľ ɖie.
Mes enfants m’ont vu soulever des trophées et marquer des buts, puissent-ils me voir parmi les meilleurs de l’histoire	Vinyewo kpɔm mexɔ kplu geɖewo eye medo age geɖewoe, mawu nena woakpɔm le amegãwo hã me le .
Cela restera en moi	Esia anɔ menye.
Je veux remercier le public pour tout leur amour, pour m’avoir valorisé et je ne les oublierai jamais	Mele akpe dam na nukpɔlawo; woawoedom ɖe dzi kple woƒe lɔlɔ̃. Nyemaŋlɔ wo be o.
Un grand merci aussi au staff	Meda akpe gã aɖe na kplɔlawo hã.
Ils auront toujours un culé de plus avec eux où qu’ils soient»	Menye womegbedela ɖaa.
Juventus : le club rattrapé par le scandale  Luis Suarez	Juventus:  Luis Suarez ƒe nya tu ha la.
Il a ensuite ajouté : «venir ici est un rêve qui est devenu réalité	Egblɔ kpe ɖe eŋu be afi sia vava nye dzrɔ si kpɔ emevava.
Je peux partir fier et satisfait de ces six années»	Mele dzodzom kple ŋudzedze le ƒè adẽ siwo va yi la ŋue.
